Company,Year_term,Electricity generated_Hydroelectric_Run-of-river (MWh),Electricity generated_Hydroelectric_With reservoir (MWh),Electricity generated_Hydroelectric_Pumped-storage (MWh),Electricity generated_Hydroelectric_Total hydroelectric (MWh),Electricity generated_Thermal power_Conventional (MWh),Electricity generated_Thermal power_Gas turbine (MWh),Electricity generated_Thermal power_Internal-combustion engine (MWh),Electricity generated_Thermal power_Total Thermal Power (MWh),Electricity generated_Nuclear power (MWh),Electricity generated_Renewable energy (MWh),Electricity generated_Other power sources (MWh),Electricity generated_Total Electricity generated (MWh),Electricity generated_Electricity purchesed_Total (MWh),Electricity generated_Electricity purchesed_Total surplus electricity (MWh),Electricity generated_Exchange among General Electricity Utilities (Net) (MWh),Electricity generated_Consumption by pumping at pumped-starage PSs_Total (MWh),Electricity generated_Grand total (MWh),Consumption in power stations_Hydroelectric (MWh),Consumption in power stations_Thermal power (MWh),Consumption in power stations_Nuclear power (MWh),Consumption in power stations_Renewable energy (MWh),Consumption in power stations_Other power sources (MWh),Consumption in power stations_Total (MWh),Electricity supply (at sending end) (MWh),Electricity supply (at user end) (MWh),Consuption at substations (MWh),Demand (MWh)
会社名,年期,供給力_水力発電所_自流式_自流式発電,供給力_水力発電所_貯水池式_貯水池式発電,供給力_水力発電所_揚水式_揚水式発電,供給力_水力発電所_揚水式_水力計,供給力_火力発電所_汽力,供給力_火力発電所_ガスタービン,供給力_火力発電所_内燃力,供給力_火力発電所_火力計,供給力_原子力発電所,供給力_新エネルギー等発電所,供給力_その他,供給力_発電計,供給力_他社受電_計,供給力_他社受電_自社余剰計,供給力_一般電気事業者間融通差引,供給力_揚水式発電所の揚水用電力_計,供給力_総合計,自社発電所所内用_水力,自社発電所所内用_火力,自社発電所所内用_原子力,自社発電所所内用_新エネルギー等,自社発電所所内用_その他,自社発電所所内用_計,送電端供給力,需要端供給力,変電所所内用,需要電力量
Chugoku,197605,371558,,21722,393280,,,,1186395,320749,,,1900424,630117,,-38049,-10127,2482365,1022,66346,13616,,,80984,2401381,2259191,1370,2257821
Shikoku,197605,141622,88447,17590,247659,,,,806396,,,,1054055,141549,,-29689,-487,1165428,762,40026,,,,40788,1124640,1052476,752,1051724
Kyushu,197605,360509,64478,9137,434124,,,,1362757,414349,,,2211230,451734,,-881,-2272,2659811,1548,78588,20427,,,100563,2559248,2354848,2176,2352672
Okinawa,197605,,,,,,,,239981,,,,239981,,,,,239981,,18373,,,,18373,221608,187637,95,187542
Hokkaido,197604,193696,28868,3853,226417,,,,679531,,,,905948,230303,,,-1083,1135168,1677,44416,,,,46093,1089075,1033752,1723,1032029
Tohoku,197604,892523,25966,,918489,,,,1329164,,,,2247653,696935,,-40160,-23198,2881230,2155,57217,,,,59372,2821858,2715215,3617,2711598
Tokyo,197604,847524,73448,59662,980634,,,,5884718,1033880,,,7899232,1328623,,32203,-26056,9234002,3387,249675,39144,,,292206,8941796,8771152,14525,8756627
Chubu,197604,781161,,24009,805170,,,,2970806,351263,,,4127239,559679,,12258,-1744,4697432,2112,132643,18148,,,152903,4544529,4484121,5147,4478974
Hokuriku,197604,521606,115145,,636751,,,,369597,,,,1006348,327384,,-13043,,1320689,1877,23406,,,,25283,1295406,1237381,1186,1236195
Kansai,197604,1133737,79706,21070,1234513,,,,2916485,1055485,,,5206483,460468,,188426,-25490,5829887,3912,137378,74626,,,215916,5613971,5559439,7796,5551643
Chugoku,197604,345873,,20329,366202,,,,1527284,13924,,,1907410,753788,,-132228,-6610,2522360,1066,76046,4796,,,81908,2440452,2396658,1551,2395107
Shikoku,197604,137828,92169,18220,248217,,,,795189,,,,1043406,156593,,-40561,,1159438,761,39377,,,,40138,1119300,1086269,759,1085510
Kyushu,197604,285758,54237,7788,347783,,,,1501845,400294,,,2249922,357938,,-6895,-1296,2599669,1493,71130,19765,,,92388,2507281,2426571,2035,2424536
Okinawa,197604,,,,,,,,204597,,,,204597,,,,,204597,,15708,,,,15708,188889,169472,90,169382
Hokkaido,197603,171513,19093,11503,202109,,,,750719,,,,952828,242343,,,-29,1195142,1586,46789,,,,48375,1146767,1044469,2244,1042225
Tohoku,197603,769359,38447,6378,814184,,,,1738456,,,,2552640,697026,,-119101,-4802,3125763,2388,70352,,,,72740,3053023,2789964,4161,2785803
Tokyo,197603,722181,30203,31048,783432,,,,6578446,1047322,,,8409200,1359406,,104632,-46314,9826924,3728,269965,43646,,,317339,9509585,9070146,15368,9054778
Chubu,197603,614227,,9051,623278,,,,3585087,282375,,,4490740,524866,,23469,-14170,5024905,2301,156352,16174,,,174827,4850078,4442445,5720,4436725
Hokuriku,197603,463705,128953,,592658,,,,560617,,,,1153275,219871,,-16730,-488,1355928,2183,32376,,,,34559,1321369,1224459,1416,1223043
Kansai,197603,1014887,97552,2590,1115029,,,,3731796,711716,,,5558541,519542,,250626,-5800,6322909,4076,165617,64705,,,234398,6088511,5569127,8750,5560377
Chugoku,197603,369590,,11789,381379,,,,1633074,,,,2014453,858532,,-202723,-2628,2667634,1100,74308,2879,,,78287,2589347,2395816,1724,2394092
Shikoku,197603,127641,36410,9241,173292,,,,1002548,,,,1175840,86418,,-35241,-270,1226747,850,44924,,,,45774,1180973,1102858,884,1101974
Kyushu,197603,312941,40624,8171,361736,,,,1378619,354014,,,2094369,628377,,-4932,-891,2716923,1600,68939,19584,,,90123,2626800,2349435,2388,2347047
Okinawa,197603,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197602,148507,24038,11051,183596,,,,633818,,,,817414,320261,,,-30,1137645,1574,40919,,,,42493,1095152,1084983,2369,1082614
Tohoku,197602,557436,58521,11031,626988,,,,1875521,,,,2502509,612334,,-116664,,2998179,2470,71684,,,,74154,2924025,2864172,4254,2859918
Tokyo,197602,553669,20601,30271,604541,,,,6185865,1103899,,,7894305,1351939,,109793,-17987,9338050,3762,241245,43047,,,288054,9049996,8846610,14445,8832165
Chubu,197602,465198,,15468,480666,,,,3721929,147412,,,4350007,434497,,14408,-3678,4795234,2327,157685,10502,,,170514,4624720,4641392,5820,4635572
Hokuriku,197602,297228,92974,,390202,,,,548706,,,,938908,303949,,-11011,,1231846,2312,32222,,,,34534,1197312,1166105,1534,1164571
Kansai,197602,748210,104839,4910,857959,,,,3718775,676869,,,5253603,474941,,230569,-4200,5954913,4168,154765,56965,,,215898,5739015,5793901,8638,5785263
Chugoku,197602,322674,,10300,332974,,,,1441791,134243,,,1909008,803470,,-191080,-56,2521342,989,68784,8318,,,78091,2443251,2439024,1605,2437419
Shikoku,197602,96444,18167,4643,119254,,,,995803,,,,1115057,61596,,-35505,-421,1140727,769,44817,,,,45586,1095141,1070747,889,1069858
Kyushu,197602,197492,17106,3946,218544,,,,1592701,258336,,,2069581,522553,,-511,-1050,2590573,1460,72955,15925,,,90340,2500233,2502507,2381,2500126
Okinawa,197602,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197601,150911,19653,4679,175243,,,,705954,,,,881197,299714,,,,1180911,1869,45400,,,,47269,1133642,1001082,2613,998469
Tohoku,197601,510875,36402,5016,552293,,,,2120691,,,,2672984,525549,,-111595,,3086938,2680,81662,,,,84342,3002596,2733206,4674,2728532
Tokyo,197601,586605,36840,23691,647136,,,,6879925,470744,,,7997805,1314106,,96814,-2540,9406185,4182,267169,31363,,,302714,9103471,8755867,15839,8740028
Chubu,197601,405954,,8103,414057,,,,3670368,351865,,,4436290,415289,,24232,-124,4875687,2501,158129,18143,,,178773,4696914,4306491,6489,4300002
Hokuriku,197601,233608,130878,,364486,,,,621864,,,,986350,318805,,-11884,,1293271,2595,34102,,,,36697,1256574,1172852,1910,1170942
Kansai,197601,666842,123170,5350,795362,,,,3677674,920140,,,5393176,483523,,201027,-11970,6065756,4651,156556,51849,,,213056,5852700,5396009,9635,5386374
Chugoku,197601,246294,,6780,253074,,,,1443812,340777,,,2037663,730751,,-163449,-825,2604140,1059,73233,14667,,,88959,2515181,2306057,1856,2304201
Shikoku,197601,65360,42468,5294,113122,,,,1086328,,,,1199450,51735,,-33733,,1217452,896,47432,,,,48328,1169124,1087089,1006,1086083
Kyushu,197601,181732,15951,2634,200317,,,,1557620,402528,,,2160465,518394,,-1412,-7306,2670141,1660,70027,20389,,,92076,2578065,2362641,2860,2359781
Okinawa,197601,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197512,186025,25731,10862,222618,,,,682599,,,,905217,316940,,,,1222157,1618,48079,,,,49697,1172460,995650,2169,993481
Tohoku,197512,546960,50221,441,597622,,,,2070403,,,,2668025,595016,,-114769,,3148272,2372,83518,,,,85890,3062382,2702874,4241,2698633
Tokyo,197512,705106,56773,29616,791495,,,,7509097,253,,,8300845,1311208,,101832,-11534,9702351,3725,277755,12026,,,293506,9408845,8220212,14074,8206138
Chubu,197512,567535,,15956,583491,,,,3540001,226976,,,4350468,518855,,13301,-346,4882278,2291,151068,14714,,,168073,4714205,4200440,5905,4194535
Hokuriku,197512,344403,136140,,480543,,,,600972,,,,1081515,287106,,-6866,,1361755,2263,33827,,,,36090,1325665,1187697,1537,1186160
Kansai,197512,905135,109964,4510,1019609,,,,3680522,702490,,,5402621,550068,,240426,-8260,6184855,4300,172441,43915,,,220656,5964199,5298079,8953,5289126
Chugoku,197512,250688,,8719,259407,,,,1486048,326271,,,2071726,756139,,-200531,2630,2624704,938,69751,13999,,,84688,2540016,2259737,1603,2258134
Shikoku,197512,95363,81060,11695,188118,,,,973613,,,,1161731,103599,,-33848,,1231482,902,42080,,,,42982,1188500,1050735,897,1049838
Kyushu,197512,234792,34692,6872,276356,,,,1506455,378918,,,2161729,573863,,456,-7877,2728171,1533,64485,20103,,,86121,2642050,2263920,2369,2261551
Okinawa,197512,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197511,237972,20646,11150,269768,,,,628235,,,,898003,223422,,,,1121425,1833,42700,,,,44533,1076892,989317,1557,987760
Tohoku,197511,552405,31517,868,584790,,,,1921243,,,,2506033,503640,,-113416,,2896257,1988,78175,,,,80163,2816094,2620043,3494,2616549
Tokyo,197511,791783,59540,35008,886331,,,,6728374,,,,7614705,1174904,,101260,-4285,8886584,2754,260332,9783,,,272869,8613715,7864596,14346,7850250
Chubu,197511,714829,,21972,736801,,,,3200401,9042,,,3946244,549340,,13995,-775,4508804,2021,143628,5454,,,151103,4357701,4140366,4929,4135437
Hokuriku,197511,419964,98320,,518284,,,,551054,,,,1069338,222008,,-3724,,1287622,1802,31977,,,,33779,1253843,1156978,1362,1155616
Kansai,197511,945367,46609,4840,996816,,,,2625628,1239368,,,4861812,533455,,220889,-3410,5612746,3723,139863,73401,,,216987,5395759,5114266,7480,5106786
Chugoku,197511,257871,,8696,266567,,,,1234868,320337,,,1821772,753073,,-191184,-37,2383624,846,58710,14482,,,74038,2309586,2165880,1382,2164498
Shikoku,197511,134763,83518,23071,241352,,,,755333,,,,996685,160970,,-28861,,1128794,792,33602,,,,34394,1094400,1020092,730,1019362
Kyushu,197511,219283,22766,2576,244625,,,,1360232,374674,,,1979531,502231,,1041,,2482803,1190,61377,19618,,,82185,2400618,2267069,2034,2265035
Okinawa,197511,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197510,217986,34241,7405,259632,,,,646926,,,,906558,265581,,,-111,1172028,1607,45079,,,,46686,1125342,991167,1278,989889
Tohoku,197510,433381,33000,2892,469273,,,,2163089,,,,2632362,468306,,-95948,,3004720,1907,85839,,,,87746,2916974,2708056,3291,2704765
Tokyo,197510,725271,22490,38581,786342,,,,6759583,154099,,,7700024,1313866,,87135,-3364,9097661,2550,264900,14572,,,282022,8815639,8565744,14954,8550790
Chubu,197510,686815,,17623,704438,,,,3362587,82454,,,4149479,548137,,14161,-4617,4707160,1962,147202,8713,,,157877,4549283,4444535,4885,4439650
Hokuriku,197510,441023,107012,,548035,,,,509050,,,,1057085,256456,,-14330,,1299211,1843,27987,,,,29830,1269381,1196941,1304,1195637
Kansai,197510,1057489,194168,13730,1265387,,,,2817910,1063100,,,5146397,514996,,218253,-22600,5857046,4085,144126,64947,,,213158,5643888,5678877,7611,5671266
Chugoku,197510,240022,,9495,249517,,,,1388955,279095,,,1917567,695351,,-177972,-1883,2433063,653,72654,13950,,,87257,2345806,2326539,1177,2325362
Shikoku,197510,126187,63935,14715,204837,,,,926791,,,,1131628,92324,,-31802,,1192150,755,45879,,,,46634,1145516,1107447,747,1106700
Kyushu,197510,269673,17327,6838,293838,,,,1407211,347407,,,2048456,534913,,503,,2583872,1179,69132,20078,,,90389,2493483,2507516,1955,2505561
Okinawa,197510,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197509,249321,41640,10898,301859,,,,546613,,,,848472,260920,,,,1109392,1239,37497,,,,38736,1070656,1001047,1166,999881
Tohoku,197509,376066,38879,4426,419371,,,,2170090,,,,2589461,447789,,-94400,,2942850,1830,85614,,,,87444,2855406,2803338,3312,2800026
Tokyo,197509,718399,5411,54652,778462,,,,7700066,331188,,,8809716,1226846,,82686,-90736,10028512,3241,321841,16968,,,342050,9686462,9386172,15828,9370344
Chubu,197509,574817,,16833,591650,,,,3786846,231157,,,4609653,396075,,8702,-18557,4995873,1965,169077,14505,,,185547,4810326,4635170,5365,4629805
Hokuriku,197509,311097,43604,,354701,,,,758922,,,,1113623,229192,,-9236,,1333579,1754,37152,,,,38906,1294673,1267076,1437,1265639
Kansai,197509,725452,55176,57880,838508,,,,4752329,532267,,,6123104,363868,,247138,-85258,6648852,3999,210323,48526,,,262848,6386004,6239873,7955,6231918
Chugoku,197509,196391,,10545,206936,,,,1714667,257812,,,2179415,657319,,-174652,-4083,2657999,691,101595,12919,,,115205,2542794,2521630,1208,2520422
Shikoku,197509,108682,48818,10623,168123,,,,1053618,,,,1221741,108287,,-59483,,1270545,794,51008,,,,51802,1218743,1193534,881,1192653
Kyushu,197509,234293,22448,22157,278898,,,,2037831,187921,,,2504650,422211,,-755,-22948,2903158,1216,98168,11598,,,110982,2792176,2754079,2020,2752059
Okinawa,197509,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197508,274738,33692,27156,335586,,,,515977,,,,851563,277298,,,,1128861,1477,38749,,,,40226,1088635,973712,1168,972544
Tohoku,197508,448182,50814,4365,503361,,,,2182477,,,,2685838,429824,,-100714,,3014948,1885,87523,,,,89408,2925540,2654083,3434,2650649
Tokyo,197508,881288,27418,69387,978093,,,,7442419,310542,,,8731054,1530662,,90276,-10372,10341620,3173,310419,16912,,,330504,10011116,9601890,16449,9585441
Chubu,197508,738983,,37452,776435,,,,3461206,237571,,,4475212,522679,,10399,-16971,4991319,2103,163115,15012,,,180230,4811089,4620655,5593,4615062
Hokuriku,197508,369086,120330,,489416,,,,625466,,,,1114882,218923,,-15038,,1318767,2009,34920,,,,36929,1281838,1197467,1395,1196072
Kansai,197508,945568,100961,26010,1072539,,,,4042114,1060855,,,6175508,507850,,204040,-45833,6841565,4110,200201,65789,,,270100,6571465,6398120,8386,6389734
Chugoku,197508,291532,,13972,305504,,,,1483128,336657,,,2125289,776345,,-127118,,2774516,774,76610,15723,,,93107,2681409,2527322,1253,2526069
Shikoku,197508,133018,79881,26937,239836,,,,931359,,,,1171195,182714,,-65651,,1288258,806,50067,,,,50873,1237385,1154398,913,1153485
Kyushu,197508,327832,59137,23324,410293,,,,2151671,,,,2561964,570267,,3806,-9181,3126856,1589,104861,,,,106450,3020406,2793170,2222,2790948
Okinawa,197508,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197507,251512,24170,10460,286142,,,,573538,,,,859680,272449,,,,1132129,1350,40625,,,,41975,1090154,955364,1144,954220
Tohoku,197507,668499,62391,890,731780,,,,1812365,,,,2544145,574418,,-120547,,2998016,1946,72244,,,,74190,2923826,2570391,3359,2567032
Tokyo,197507,964061,62559,110048,1136668,,,,7269758,315899,,,8722325,1632052,,109019,-10301,10453095,3007,309881,16077,,,328965,10124130,8664931,15884,8649047
Chubu,197507,853777,,52138,905915,,,,3522696,244460,,,4673071,541484,,15971,-38271,5192255,2112,170978,15012,,,188102,5004153,4315028,5392,4309636
Hokuriku,197507,525374,163780,,689154,,,,485995,,,,1175149,224792,,-17721,-316,1381904,1921,31062,,,,32983,1348921,1209465,1366,1208099
Kansai,197507,1260250,229193,67750,1557193,,,,3856383,1009463,,,6423039,497037,,247528,-86483,7081121,4855,187374,65605,,,257834,6823287,5623813,8456,5615357
Chugoku,197507,328805,,20614,349419,,,,1538161,334740,,,2222320,795153,,-172015,,2845458,785,71628,15299,,,87712,2757746,2338789,1303,2337486
Shikoku,197507,144919,96565,24812,266296,,,,932104,,,,1198400,164991,,-62846,,1300545,813,49040,,,,49853,1250692,1077209,981,1076228
Kyushu,197507,355894,74996,19300,450190,,,,1997884,,,,2448074,647244,,610,-10669,3085259,1574,95971,,,,97545,2987714,2401233,2149,2399084
Okinawa,197507,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197506,294237,34852,17285,346374,,,,412434,,,,758808,268414,,,,1027222,1253,31048,,,,32301,994921,888957,1100,887857
Tohoku,197506,807028,56825,3,863856,,,,1375485,,,,2239341,706296,,-119118,,2826519,1813,61644,,,,63457,2763062,2582887,2974,2579913
Tokyo,197506,970354,31794,73862,1076010,,,,5918270,346745,,,7341025,1445437,,108389,-9788,8885063,3099,257295,15921,,,276315,8608748,7904729,14833,7889896
Chubu,197506,636015,,17833,653848,,,,3228477,248232,,,4130557,382546,,12861,-1586,4524378,1937,148488,14800,,,165225,4359153,4106293,4887,4101406
Hokuriku,197506,502578,191822,,694400,,,,333537,,,,1027937,237322,,-6108,,1259151,1843,21395,,,,23238,1235913,1169060,1199,1167861
Kansai,197506,1132830,160750,18590,1312170,,,,3765433,281900,,,5359503,388742,,106113,-29460,5824898,4098,178627,34881,,,217606,5607292,5187166,7325,5179841
Chugoku,197506,294733,,14182,308915,,,,1194969,322575,,,1826459,591097,,-52530,,2365026,764,50866,14737,,,66367,2298659,2145574,1204,2144370
Shikoku,197506,119588,72559,18852,210999,,,,807065,,,,1018064,111320,,-46238,,1083146,715,41169,,,,41884,1041262,966562,772,965790
Kyushu,197506,335278,87121,17992,440391,,,,1522131,114384,,,2076906,443741,,-3369,-7628,2509650,1479,79533,6241,,,87253,2422397,2201032,1771,2199261
Okinawa,197506,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197505,343275,67354,11767,422396,,,,410726,,,,833122,166305,,,-21,999406,1339,32102,,,,33441,965965,859075,1152,857923
Tohoku,197505,930740,63514,,994254,,,,1059249,,,,2053503,746948,,-65915,-2473,2732063,1901,50950,,,,52851,2679212,2447995,3041,2444954
Tokyo,197505,1020870,81108,90565,1192543,,,,5373159,404302,,,6970004,1323610,,53915,-1041,8346488,3365,225401,20203,,,248969,8097519,7727846,14055,7713791
Chubu,197505,819320,,30891,850211,,,,2735553,266767,,,3852531,418412,,19451,-4431,4285963,2002,122138,15406,,,139546,4146417,3884711,4605,3880106
Hokuriku,197505,590979,155770,,746749,,,,192897,,,,939646,289593,,-17447,,1211792,1937,16732,,,,18669,1193123,1116150,1140,1115010
Kansai,197505,1277420,128394,22990,1428804,,,,2752427,834541,,,5015772,332313,,67084,-33918,5381251,4129,132514,56414,,,193057,5188194,4817148,7069,4810079
Chugoku,197505,288216,,9660,297876,,,,1023633,342265,,,1663774,554325,,-13551,,2204548,812,41745,14158,,,56715,2147833,2020477,1249,2019228
Shikoku,197505,111190,89543,15426,216159,,,,735575,,,,951734,106710,,-43443,,1015001,739,35779,,,,36518,978483,913183,690,912493
Kyushu,197505,326567,74822,11821,413210,,,,1317815,271093,,,2002118,337545,,-94,-12,2339557,1431,68042,16324,,,85797,2253760,2073065,1775,2071290
Okinawa,197505,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197504,235840,46571,8128,290539,,,,473155,,,,763694,198288,,,,961982,1790,36603,,,,38393,923589,887305,1470,885835
Tohoku,197504,920723,47667,332,968722,,,,1189621,,,,2158343,680191,,-125739,-15853,2696942,2068,51634,,,,53702,2643240,2554113,3288,2550825
Tokyo,197504,847993,86761,26455,961209,,,,5720524,251087,,,6932820,1219876,,114799,-1775,8265720,2908,235015,16086,,,254009,8011711,7769138,13095,7756043
Chubu,197504,650282,,13690,663972,,,,2894698,228512,,,3787182,409043,,18207,-310,4214122,2030,120676,14688,,,137394,4076728,3983403,4649,3978754
Hokuriku,197504,527448,98269,,625717,,,,347439,,,,973156,278190,,-15844,,1235502,1962,14976,,,,16938,1218564,1166443,1155,1165288
Kansai,197504,1140631,71609,15630,1227870,,,,3105582,430884,,,4764336,366941,,209313,-28780,5311810,3926,141588,41883,,,187397,5124413,4984907,7140,4977767
Chugoku,197504,388761,,12473,401234,,,,1204427,79727,,,1685388,732919,,-162037,,2256270,894,50392,6488,,,57774,2198496,2169220,1321,2167899
Shikoku,197504,138142,85813,18269,242224,,,,694599,,,,936823,115903,,-38021,,1014705,857,33945,,,,34802,979903,953865,737,953128
Kyushu,197504,305354,57295,12001,374650,,,,1240373,189564,,,1804587,480179,,-678,-1827,2282261,1263,63748,13495,,,78506,2203755,2115518,1753,2113765
Okinawa,197504,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197503,151100,31723,12581,195404,,,,585990,,,,781394,237256,,,,1018650,1687,39254,,,,40941,977709,382249,2059,880190
Tohoku,197503,635078,41763,3863,680704,,,,1854608,,,,2535312,536554,,-144371,-56,2927439,2411,69366,,,,71777,2855662,2590003,3839,2586164
Tokyo,197503,604531,60396,20415,685342,,,,6210229,459917,,,7355488,1312336,,133794,-2401,8799217,3515,238304,26158,,,267977,8531240,8060149,14330,8045819
Chubu,197503,439238,,5941,445179,,,,3646691,122217,,,4214087,304238,,18093,,4536418,2260,157742,11165,,,171167,4365251,4032556,5481,4027075
Hokuriku,197503,300774,84078,,384852,,,,706487,,,,1091339,192988,,-10960,,1273367,2150,26267,,,,28417,1244950,1163501,1297,1162204
Kansai,197503,753861,68440,5510,827811,,,,3480653,810796,,,5119260,338372,,222063,-15550,5664145,4320,155718,57263,,,217301,5446844,5076029,8403,5067626
Chugoku,197503,366776,,13642,380418,,,,1382049,,,,1762467,765148,,-173200,,2354415,987,52412,2997,,,56396,2298019,2120822,1577,2119245
Shikoku,197503,111329,33928,7287,152544,,,,908273,,,,1060817,60460,,-46727,,1074550,841,36897,,,,37738,1036812,963681,857,962824
Kyushu,197503,243841,38819,11886,294546,,,,1542661,89935,,,1927142,510773,,1309,-10318,2428906,1366,73972,8496,,,83834,2345072,2130733,2121,2128612
Okinawa,197503,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197502,130850,25739,12500,169089,,,,533125,,,,702214,258337,,,-588,959963,1635,33989,,,,35624,924339,922260,2109,920151
Tohoku,197502,514219,34975,6891,556085,,,,1860409,,,,2416494,452100,,-142215,,2726379,2380,67946,,,,70326,2656053,2613860,3943,2609917
Tokyo,197502,556848,63580,28139,648567,,,,5825432,464527,,,6938526,1186190,,129409,-2026,8252099,3731,225692,24396,,,253819,7998280,7893247,12796,7880451
Chubu,197502,441672,,6102,447774,,,,3459025,,,,3906799,379686,,18394,,4304879,2206,151989,4102,,,158297,4146582,4169699,5510,4164189
Hokuriku,197502,251212,121427,,372639,,,,565146,,,,937785,221615,,-11832,,1147568,2004,23484,,,,25488,1122080,1086397,1508,1084889
Kansai,197502,694361,91753,5040,791154,,,,3564062,409721,,,4764937,427894,,216991,-11510,5398312,4184,154426,34690,,,193300,5205012,5234138,8601,5225537
Chugoku,197502,307013,,10789,317802,,,,1197881,163223,,,1678906,699793,,-164859,,2213840,928,47450,8625,,,57003,2156837,2158136,1495,2156641
Shikoku,197502,104583,42231,7530,154344,,,,834306,,,,988650,69188,,-46867,,1010971,832,27448,,,,28280,982691,963001,856,962145
Kyushu,197502,253738,22288,6512,282538,,,,1528724,16099,,,1827361,473248,,979,-17,2301571,1316,69540,3354,,,74210,2227361,2214344,2188,2212156
Okinawa,197502,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hokkaido,197501,139830,30299,6748,176877,,,,559041,,,,735918,318043,,,,1053961,1867,40612,,,,42479,1011482,913465,2270,911195
Tohoku,197501,502552,40742,3927,547221,,,,2259383,,,,2806604,324569,,-123042,-27,3008104,2653,85126,,,,87779,2920325,2667794,4346,2663448
Tokyo,197501,584354,71670,26070,682094,,,,5805700,699147,,,7186941,1350715,,108930,-4079,8642507,4094,230920,31180,,,266194,8376313,8243543,15773,8227770
Chubu,197501,462446,,13726,476172,,,,3593926,,,,4070098,379249,,22484,,4471831,2417,156686,4404,,,163507,4308324,3924812,5859,3918953
Hokuriku,197501,256664,141810,,398474,,,,573455,,,,971929,296426,,-10375,,1257980,2605,23612,,,,26217,1231763,1159208,1490,1157718
Kansai,197501,716172,106105,6570,828847,,,,3599562,559498,,,4987907,443538,,203892,-13918,5621419,4427,152511,42476,,,199414,5422005,4934149,9142,4925007
Chugoku,197501,217421,,7688,225109,,,,1276234,327952,,,1829295,669996,,-154222,,2345069,982,45826,14022,,,60830,2284239,2099941,1681,2098260
